chrom	start	end	mean_value
chr2	197000000	199000000	44.25
chr2	199000000	201000000	44.25
chr3	2000000	4000000	44.25
chr3	10500000	12500000	44.25
chr3	18000000	20000000	44.25
chr3	19500000	21500000	44.25
chr3	20000000	22000000	44.25
chr3	41000000	43000000	44.25
chr3	45500000	47500000	44.25
chr3	53500000	55500000	44.25
chr3	55500000	57500000	44.25
chr3	56000000	58000000	44.25
chr3	67500000	69500000	44.25
chr3	108000000	110000000	44.25
chr3	133500000	135500000	44.25
chr3	144000000	146000000	44.25
chr3	166000000	168000000	44.25
chr4	20500000	22500000	44.25
chr4	55500000	57500000	44.25
chr4	57500000	59500000	44.25
chr4	58500000	60500000	44.25
chr4	59500000	61500000	44.25
chr4	62000000	64000000	44.25
chr4	114500000	116500000	44.25
chr4	124000000	126000000	44.25
chr4	148500000	150500000	44.25
chr4	176000000	178000000	44.25
chr5	72000000	74000000	44.25
chr5	124500000	126500000	44.25
chr6	72000000	74000000	44.25
chr6	78000000	80000000	44.25
chr6	80500000	82500000	44.25
chr6	84500000	86500000	44.25
chr6	92000000	94000000	44.25
chr6	98500000	100500000	44.25
chr6	139000000	141000000	44.25
chr6	158000000	160000000	44.25
chr7	31000000	33000000	44.25
chr7	80000000	82000000	44.25
chr7	82000000	84000000	44.25
chr7	86000000	88000000	44.25
chr8	500000	2500000	44.25
chr8	57000000	59000000	44.25
chr8	141500000	143500000	44.25
chr8	142000000	144000000	44.25
chr9	6000000	8000000	44.25
chr9	7500000	9500000	44.25
chr9	74000000	76000000	44.25
chr9	80000000	82000000	44.25
chr9	135000000	137000000	44.25
chr10	0	2000000	44.25
chr10	26000000	28000000	44.25
chr10	92000000	94000000	44.25
chr10	107500000	109500000	44.25
chr10	120000000	122000000	44.25
chr11	11000000	13000000	44.25
chr11	11500000	13500000	44.25
chr11	20000000	22000000	44.25
chr11	24500000	26500000	44.25
chr11	82000000	84000000	44.25
chr11	92000000	94000000	44.25
chr11	97000000	99000000	44.25
chr12	5000000	7000000	44.25
chr12	15500000	17500000	44.25
chr12	20500000	22500000	44.25
chr12	56000000	58000000	44.25
chr12	67000000	69000000	44.25
chr12	129500000	131500000	44.25
chr13	58500000	60500000	44.25
chr13	97500000	99500000	44.25
chr13	100000000	102000000	44.25
chr15	95500000	97500000	44.25
chr15	96000000	98000000	44.25
chr15	96500000	98500000	44.25
chr16	5500000	7500000	44.25
chr16	6000000	8000000	44.25
chr16	18500000	20500000	44.25
chr16	83000000	85000000	44.25
chr16	83500000	85500000	44.25
chr16	84000000	86000000	44.25
chr16	86500000	88500000	44.25
chr17	76500000	78500000	44.25
chr18	22500000	24500000	44.25
chr18	24500000	26500000	44.25
chr18	65500000	67500000	44.25
chr18	70000000	72000000	44.25
chr19	500000	2500000	44.25
chr19	2500000	4500000	44.25
chr19	28500000	30500000	44.25
chr20	8500000	10500000	44.25
chr20	14500000	16500000	44.25
chr20	57000000	59000000	44.25
chr1	3500000	5500000	44
chr1	14000000	16000000	44
chr1	113500000	115500000	44
chr1	118500000	120500000	44
chr1	174000000	176000000	44
chr1	200500000	202500000	44
chr1	223000000	225000000	44
chr1	223500000	225500000	44
chr2	10500000	12500000	44
chr2	28500000	30500000	44
chr2	53000000	55000000	44
chr2	65000000	67000000	44
chr2	68000000	70000000	44
chr2	86500000	88500000	44
chr2	111500000	113500000	44
chr2	227500000	229500000	44
chr2	228000000	230000000	44
chr3	2500000	4500000	44
chr3	10000000	12000000	44
chr3	11500000	13500000	44
chr3	33500000	35500000	44
chr3	59500000	61500000	44
chr3	63000000	65000000	44
chr3	125500000	127500000	44
chr3	186000000	188000000	44
chr4	113000000	115000000	44
chr5	12500000	14500000	44
chr5	29000000	31000000	44
chr5	51000000	53000000	44
chr5	52000000	54000000	44
chr5	57500000	59500000	44
chr5	61500000	63500000	44
chr5	84000000	86000000	44
chr5	91000000	93000000	44
chr5	132000000	134000000	44
chr5	134500000	136500000	44
chr5	135500000	137500000	44
chr6	14500000	16500000	44
chr6	16000000	18000000	44
chr6	24500000	26500000	44
chr6	72500000	74500000	44
chr6	103000000	105000000	44
chr7	55500000	57500000	44
chr7	69500000	71500000	44
chr7	79000000	81000000	44
chr8	18000000	20000000	44
chr8	62500000	64500000	44
chr8	63500000	65500000	44
chr8	68500000	70500000	44
chr8	70000000	72000000	44
chr8	102500000	104500000	44
chr8	107000000	109000000	44
chr8	128500000	130500000	44
chr9	78000000	80000000	44
chr10	121500000	123500000	44
chr11	12000000	14000000	44
chr11	33500000	35500000	44
chr11	38500000	40500000	44
chr11	41500000	43500000	44
chr11	126000000	128000000	44
chr11	126500000	128500000	44
chr12	69500000	71500000	44
chr12	104000000	106000000	44
chr13	34500000	36500000	44
chr13	36000000	38000000	44
chr13	74500000	76500000	44
chr13	94000000	96000000	44
chr14	96000000	98000000	44
chr16	0	2000000	44
chr16	61500000	63500000	44
chr16	85500000	87500000	44
chr16	86000000	88000000	44
chr17	33500000	35500000	44
chr17	39000000	41000000	44
chr17	49500000	51500000	44
chr17	68000000	70000000	44
chr18	69500000	71500000	44
chr19	1000000	3000000	44
chr19	7500000	9500000	44
chr19	16500000	18500000	44
chr19	29500000	31500000	44
chr19	42500000	44500000	44
chr19	53500000	55500000	44
chr20	1500000	3500000	44
chr22	31500000	33500000	44
chr22	32500000	34500000	44
chrX	88500000	90500000	44
chrX	107500000	109500000	44
chr1	8000000	10000000	43.75
chr1	43500000	45500000	43.75
chr1	48500000	50500000	43.75
chr1	65500000	67500000	43.75
chr1	81000000	83000000	43.75
chr1	107000000	109000000	43.75
chr1	113000000	115000000	43.75
chr1	188500000	190500000	43.75
chr1	197000000	199000000	43.75
chr1	229000000	231000000	43.75
chr1	232500000	234500000	43.75
chr2	65500000	67500000	43.75
chr2	116500000	118500000	43.75
chr2	117500000	119500000	43.75
chr2	149000000	151000000	43.75
chr2	210000000	212000000	43.75
chr3	8500000	10500000	43.75
chr3	18500000	20500000	43.75
chr3	138000000	140000000	43.75
chr3	195500000	197500000	43.75
chr4	3000000	5000000	43.75
chr4	15500000	17500000	43.75
chr4	26000000	28000000	43.75
chr4	36500000	38500000	43.75
chr4	37000000	39000000	43.75
chr4	97500000	99500000	43.75
chr4	123500000	125500000	43.75
chr4	169000000	171000000	43.75
chr5	18500000	20500000	43.75
chr5	58500000	60500000	43.75
chr5	95000000	97000000	43.75
chr5	143500000	145500000	43.75
chr5	163500000	165500000	43.75
chr5	171500000	173500000	43.75
chr5	173000000	175000000	43.75
chr6	5000000	7000000	43.75
chr6	36000000	38000000	43.75
chr6	50000000	52000000	43.75
chr6	167000000	169000000	43.75
chr7	75500000	77500000	43.75
chr7	81000000	83000000	43.75
chr7	82500000	84500000	43.75
chr7	97000000	99000000	43.75
chr7	101500000	103500000	43.75
chr7	108500000	110500000	43.75
chr8	60000000	62000000	43.75
chr9	6500000	8500000	43.75
chr9	7000000	9000000	43.75
chr9	15000000	17000000	43.75
chr9	85000000	87000000	43.75
chr9	102500000	104500000	43.75
chr10	3000000	5000000	43.75
chr10	13000000	15000000	43.75
chr10	43500000	45500000	43.75
chr10	65500000	67500000	43.75
chr10	114000000	116000000	43.75
chr10	119500000	121500000	43.75
chr11	30000000	32000000	43.75
chr11	112500000	114500000	43.75
chr11	124500000	126500000	43.75
chr12	55500000	57500000	43.75
chr12	77000000	79000000	43.75
chr12	105500000	107500000	43.75
chr12	121500000	123500000	43.75
chr13	27000000	29000000	43.75
chr13	60000000	62000000	43.75
chr13	91500000	93500000	43.75
chr13	102000000	104000000	43.75
chr13	108000000	110000000	43.75
chr14	37000000	39000000	43.75
chr14	37500000	39500000	43.75
chr14	69500000	71500000	43.75
chr14	91000000	93000000	43.75
chr14	95000000	97000000	43.75
chr14	99500000	101500000	43.75
chr15	35500000	37500000	43.75
chr15	39500000	41500000	43.75
chr15	83000000	85000000	43.75
chr15	97000000	99000000	43.75
chr16	8500000	10500000	43.75
chr16	19000000	21000000	43.75
chr16	24000000	26000000	43.75
chr16	51000000	53000000	43.75
chr16	55500000	57500000	43.75
chr16	78000000	80000000	43.75
chr16	80500000	82500000	43.75
chr18	11000000	13000000	43.75
chr18	11500000	13500000	43.75
chr18	39500000	41500000	43.75
chr18	74000000	76000000	43.75
chr19	16000000	18000000	43.75
chr19	28000000	30000000	43.75
chr19	29000000	31000000	43.75
chr19	31500000	33500000	43.75
chr19	32000000	34000000	43.75
chr19	50500000	52500000	43.75
chr19	53000000	55000000	43.75
chr20	11000000	13000000	43.75
chr20	43500000	45500000	43.75
chr20	47000000	49000000	43.75
chr20	56000000	58000000	43.75
chr20	58500000	60500000	43.75
chr21	18000000	20000000	43.75
chr22	39500000	41500000	43.75
chr22	48500000	50500000	43.75
chrX	77000000	79000000	43.75
chrX	85500000	87500000	43.75
chrX	126000000	128000000	43.75
chr1	8500000	10500000	43.5
chr1	70000000	72000000	43.5
chr1	150000000	152000000	43.5
chr1	165000000	167000000	43.5
chr1	167000000	169000000	43.5
chr1	180000000	182000000	43.5
chr1	200000000	202000000	43.5
chr1	207000000	209000000	43.5
chr1	222000000	224000000	43.5
chr1	244000000	246000000	43.5
chr2	13500000	15500000	43.5
chr2	29000000	31000000	43.5
chr2	58500000	60500000	43.5
chr2	140500000	142500000	43.5
chr2	171500000	173500000	43.5
chr3	3000000	5000000	43.5
chr3	20500000	22500000	43.5
chr3	27000000	29000000	43.5
chr3	54000000	56000000	43.5
chr3	171500000	173500000	43.5
chr3	172500000	174500000	43.5
chr4	20000000	22000000	43.5
chr4	31000000	33000000	43.5
chr4	84500000	86500000	43.5
chr4	108500000	110500000	43.5
chr4	109000000	111000000	43.5
chr4	133000000	135000000	43.5
chr5	0	2000000	43.5
chr5	5500000	7500000	43.5
chr5	17500000	19500000	43.5
chr5	37000000	39000000	43.5
chr5	42000000	44000000	43.5
chr5	42500000	44500000	43.5
chr5	105500000	107500000	43.5
chr5	156500000	158500000	43.5
chr5	164000000	166000000	43.5
chr5	172000000	174000000	43.5
chr5	172500000	174500000	43.5
chr6	11500000	13500000	43.5
chr6	35000000	37000000	43.5
chr6	85000000	87000000	43.5
chr6	89500000	91500000	43.5
chr6	122000000	124000000	43.5
chr6	123000000	125000000	43.5
chr6	138500000	140500000	43.5
chr6	153000000	155000000	43.5
chr6	157500000	159500000	43.5
chr7	10000000	12000000	43.5
chr7	27500000	29500000	43.5
chr7	53000000	55000000	43.5
chr7	78500000	80500000	43.5
chr7	125500000	127500000	43.5
chr7	127000000	129000000	43.5
chr7	129000000	131000000	43.5
chr7	155500000	157500000	43.5
chr7	156000000	158000000	43.5
chr8	103000000	105000000	43.5
chr8	104000000	106000000	43.5
chr8	106500000	108500000	43.5
chr8	121500000	123500000	43.5
chr9	20500000	22500000	43.5
chr9	21500000	23500000	43.5
chr9	22000000	24000000	43.5
chr9	23500000	25500000	43.5
chr9	85500000	87500000	43.5
chr9	100500000	102500000	43.5
chr9	106500000	108500000	43.5
chr9	134000000	136000000	43.5
chr10	42000000	44000000	43.5
chr10	43000000	45000000	43.5
chr10	54500000	56500000	43.5
chr10	56500000	58500000	43.5
chr10	80000000	82000000	43.5
chr10	108000000	110000000	43.5
chr10	115000000	117000000	43.5
chr11	91500000	93500000	43.5
chr12	40000000	42000000	43.5
chr12	55000000	57000000	43.5
chr12	76000000	78000000	43.5
chr12	93500000	95500000	43.5
chr12	106000000	108000000	43.5
chr13	21500000	23500000	43.5
chr13	30000000	32000000	43.5
chr13	38500000	40500000	43.5
chr13	98000000	100000000	43.5
chr14	19500000	21500000	43.5
chr14	79500000	81500000	43.5
chr15	82500000	84500000	43.5
chr16	5000000	7000000	43.5
chr16	50000000	52000000	43.5
chr16	63000000	65000000	43.5
chr17	500000	2500000	43.5
chr17	33000000	35000000	43.5
chr18	30500000	32500000	43.5
chr18	38000000	40000000	43.5
chr19	20500000	22500000	43.5
chr20	9500000	11500000	43.5
chr20	12000000	14000000	43.5
chr20	17000000	19000000	43.5
chr20	53500000	55500000	43.5
chr20	57500000	59500000	43.5
chr22	20000000	22000000	43.5
chr22	39000000	41000000	43.5
chr22	47000000	49000000	43.5
chrX	108000000	110000000	43.5
chr1	29500000	31500000	43.25
chr1	32500000	34500000	43.25
chr1	47000000	49000000	43.25
chr1	224000000	226000000	43.25
chr1	226000000	228000000	43.25
chr1	231000000	233000000	43.25
chr2	19000000	21000000	43.25
chr2	29500000	31500000	43.25
chr2	64500000	66500000	43.25
chr2	127500000	129500000	43.25
chr2	159500000	161500000	43.25
chr2	171000000	173000000	43.25
chr2	172000000	174000000	43.25
chr2	219500000	221500000	43.25
chr2	233000000	235000000	43.25
chr3	19000000	21000000	43.25
chr3	23000000	25000000	43.25
chr3	32500000	34500000	43.25
chr3	34000000	36000000	43.25
chr3	42500000	44500000	43.25
chr3	57000000	59000000	43.25
chr3	67000000	69000000	43.25
chr3	99500000	101500000	43.25
chr3	104000000	106000000	43.25
chr3	166500000	168500000	43.25
chr3	172000000	174000000	43.25
chr3	187000000	189000000	43.25
chr4	59000000	61000000	43.25
chr4	131500000	133500000	43.25
chr4	168000000	170000000	43.25
chr5	13000000	15000000	43.25
chr5	16000000	18000000	43.25
chr5	50500000	52500000	43.25
chr5	51500000	53500000	43.25
chr5	55500000	57500000	43.25
chr5	67500000	69500000	43.25
chr5	73000000	75000000	43.25
chr5	131000000	133000000	43.25
chr5	143000000	145000000	43.25
chr5	167500000	169500000	43.25
chr6	2000000	4000000	43.25
chr6	17000000	19000000	43.25
chr6	25000000	27000000	43.25
chr6	126000000	128000000	43.25
chr6	126500000	128500000	43.25
chr6	163000000	165000000	43.25
chr7	21000000	23000000	43.25
chr7	25000000	27000000	43.25
chr7	32500000	34500000	43.25
chr7	33500000	35500000	43.25
chr7	49000000	51000000	43.25
chr7	70000000	72000000	43.25
chr7	75000000	77000000	43.25
chr7	79500000	81500000	43.25
chr7	81500000	83500000	43.25
chr7	85500000	87500000	43.25
chr7	107500000	109500000	43.25
chr8	48000000	50000000	43.25
chr8	71000000	73000000	43.25
chr8	89000000	91000000	43.25
chr8	111000000	113000000	43.25
chr8	137000000	139000000	43.25
chr9	5000000	7000000	43.25
chr9	87000000	89000000	43.25
chr9	91000000	93000000	43.25
chr9	120500000	122500000	43.25
chr10	1000000	3000000	43.25
chr10	10500000	12500000	43.25
chr10	12500000	14500000	43.25
chr10	31500000	33500000	43.25
chr10	41500000	43500000	43.25
chr10	70000000	72000000	43.25
chr10	79000000	81000000	43.25
chr10	105500000	107500000	43.25
chr10	121000000	123000000	43.25
chr10	123000000	125000000	43.25
chr11	7000000	9000000	43.25
chr11	17500000	19500000	43.25
chr11	37000000	39000000	43.25
chr12	57000000	59000000	43.25
chr12	94500000	96500000	43.25
chr12	117500000	119500000	43.25
chr12	122000000	124000000	43.25
chr12	125000000	127000000	43.25
chr13	28000000	30000000	43.25
chr13	48000000	50000000	43.25
chr13	48500000	50500000	43.25
chr13	95000000	97000000	43.25
chr13	98500000	100500000	43.25
chr14	72000000	74000000	43.25
chr14	72500000	74500000	43.25
chr15	24000000	26000000	43.25
chr15	25000000	27000000	43.25
chr15	50000000	52000000	43.25
chr15	91500000	93500000	43.25
chr15	98000000	100000000	43.25
chr16	62500000	64500000	43.25
chr16	71000000	73000000	43.25
chr16	80000000	82000000	43.25
chr17	68500000	70500000	43.25
chr18	23000000	25000000	43.25
chr18	29000000	31000000	43.25
chr18	75500000	77500000	43.25
chr19	1500000	3500000	43.25
chr19	3000000	5000000	43.25
chr19	4000000	6000000	43.25
chr19	4500000	6500000	43.25
chr19	9500000	11500000	43.25
chr19	30500000	32500000	43.25
chr19	31000000	33000000	43.25
chr19	48000000	50000000	43.25
chr19	51000000	53000000	43.25
chr20	1000000	3000000	43.25
chr20	2500000	4500000	43.25
chr20	9000000	11000000	43.25
chr20	59000000	61000000	43.25
chr22	33000000	35000000	43.25
chrX	13000000	15000000	43.25
chrX	69500000	71500000	43.25
chrX	144500000	146500000	43.25
chr1	13000000	15000000	43
chr1	28500000	30500000	43
chr1	29000000	31000000	43
chr1	60000000	62000000	43
chr1	88000000	90000000	43
chr1	119500000	121500000	43
chr1	150500000	152500000	43
chr1	153000000	155000000	43
chr1	159000000	161000000	43
chr1	221500000	223500000	43
chr1	225000000	227000000	43
chr1	240000000	242000000	43
chr1	241000000	243000000	43
chr2	4500000	6500000	43
chr2	6500000	8500000	43
chr2	31000000	33000000	43
chr2	40000000	42000000	43
chr2	46500000	48500000	43
chr2	47000000	49000000	43
chr2	104000000	106000000	43
chr3	6000000	8000000	43
chr3	9000000	11000000	43
chr3	33000000	35000000	43
chr3	61000000	63000000	43
chr3	70500000	72500000	43
chr3	130500000	132500000	43
chr3	136000000	138000000	43
chr3	153500000	155500000	43
chr3	162000000	164000000	43
chr4	6000000	8000000	43
chr4	14000000	16000000	43
chr4	98500000	100500000	43
chr4	112500000	114500000	43
chr4	128000000	130000000	43
chr4	133500000	135500000	43
chr4	148000000	150000000	43
chr4	164500000	166500000	43
chr5	1500000	3500000	43
chr5	96500000	98500000	43
chr5	104000000	106000000	43
chr5	118000000	120000000	43
chr5	127000000	129000000	43
chr5	144500000	146500000	43
chr5	174000000	176000000	43
chr6	6000000	8000000	43
chr6	98000000	100000000	43
chr6	163500000	165500000	43
chr6	167500000	169500000	43
chr7	8000000	10000000	43
chr7	22000000	24000000	43
chr7	28500000	30500000	43
chr7	72500000	74500000	43
chr7	88500000	90500000	43
chr7	112000000	114000000	43
chr7	148000000	150000000	43
chr8	2500000	4500000	43
chr8	59500000	61500000	43
chr8	105500000	107500000	43
chr9	9500000	11500000	43
chr9	24000000	26000000	43
chr9	107500000	109500000	43
chr9	129500000	131500000	43
chr9	130000000	132000000	43
chr10	12000000	14000000	43
chr10	18000000	20000000	43
chr10	32500000	34500000	43
chr10	52500000	54500000	43
chr10	91000000	93000000	43
chr10	93500000	95500000	43
chr10	101500000	103500000	43
chr10	106500000	108500000	43
chr10	122000000	124000000	43
chr10	124500000	126500000	43
chr11	5000000	7000000	43
chr11	24000000	26000000	43
chr11	58000000	60000000	43
chr11	101000000	103000000	43
chr12	17500000	19500000	43
chr12	30000000	32000000	43
chr12	64500000	66500000	43
chr12	99000000	101000000	43
chr12	118000000	120000000	43
chr13	27500000	29500000	43
chr13	49500000	51500000	43
chr13	53500000	55500000	43
chr13	59500000	61500000	43
chr13	92000000	94000000	43
chr14	36500000	38500000	43
chr14	76500000	78500000	43
chr14	96500000	98500000	43
chr14	98000000	100000000	43
chr14	99000000	101000000	43
chr15	37000000	39000000	43
chr15	63500000	65500000	43
chr15	80500000	82500000	43
chr15	99500000	101500000	43
chr16	8000000	10000000	43
chr16	30000000	32000000	43
chr16	52000000	54000000	43
chr16	52500000	54500000	43
chr16	63500000	65500000	43
chr16	68000000	70000000	43
chr16	78500000	80500000	43
chr17	69000000	71000000	43
chr18	3000000	5000000	43
chr18	3500000	5500000	43
chr18	8000000	10000000	43
chr18	24000000	26000000	43
chr18	37000000	39000000	43
chr19	17500000	19500000	43
chr19	52000000	54000000	43
chr19	52500000	54500000	43
chr20	500000	2500000	43
chr20	2000000	4000000	43
chr20	60000000	62000000	43
chr21	38500000	40500000	43
chr22	20500000	22500000	43
chr22	26000000	28000000	43
chr22	32000000	34000000	43
chr22	36500000	38500000	43
chr22	47500000	49500000	43
chrX	26000000	28000000	43
chrX	84000000	86000000	43
chr1	19000000	21000000	42.75
chr1	52500000	54500000	42.75
chr1	79500000	81500000	42.75
chr1	199500000	201500000	42.75
chr1	222500000	224500000	42.75
chr1	233000000	235000000	42.75
chr2	5000000	7000000	42.75
chr2	22500000	24500000	42.75
chr2	58000000	60000000	42.75
chr2	105500000	107500000	42.75
chr2	146000000	148000000	42.75
chr2	205500000	207500000	42.75
chr2	206500000	208500000	42.75
chr2	207000000	209000000	42.75
chr2	210500000	212500000	42.75
chr3	9500000	11500000	42.75
chr3	12000000	14000000	42.75
chr3	12500000	14500000	42.75
chr3	27500000	29500000	42.75
chr3	56500000	58500000	42.75
chr3	59000000	61000000	42.75
chr3	80500000	82500000	42.75
chr3	134500000	136500000	42.75
chr3	144500000	146500000	42.75
chr3	148500000	150500000	42.75
chr4	5000000	7000000	42.75
chr4	99000000	101000000	42.75
chr4	120000000	122000000	42.75
chr4	152000000	154000000	42.75
chr4	165000000	167000000	42.75
chr4	182000000	184000000	42.75
chr5	15500000	17500000	42.75
chr5	35000000	37000000	42.75
chr5	103500000	105500000	42.75
chr5	159000000	161000000	42.75
chr6	18500000	20500000	42.75
chr6	39000000	41000000	42.75
chr6	86000000	88000000	42.75
chr6	91000000	93000000	42.75
chr6	104000000	106000000	42.75
chr6	113500000	115500000	42.75
chr6	123500000	125500000	42.75
chr6	142500000	144500000	42.75
chr6	152500000	154500000	42.75
chr6	158500000	160500000	42.75
chr7	9000000	11000000	42.75
chr7	47500000	49500000	42.75
chr7	132500000	134500000	42.75
chr8	1000000	3000000	42.75
chr8	13500000	15500000	42.75
chr8	14000000	16000000	42.75
chr8	17000000	19000000	42.75
chr8	31500000	33500000	42.75
chr8	39000000	41000000	42.75
chr8	55000000	57000000	42.75
chr8	63000000	65000000	42.75
chr8	88500000	90500000	42.75
chr8	121000000	123000000	42.75
chr8	125500000	127500000	42.75
chr9	4500000	6500000	42.75
chr9	16000000	18000000	42.75
chr9	75000000	77000000	42.75
chr9	86500000	88500000	42.75
chr9	90500000	92500000	42.75
chr9	94000000	96000000	42.75
chr9	100000000	102000000	42.75
chr9	103000000	105000000	42.75
chr9	110500000	112500000	42.75
chr9	133000000	135000000	42.75
chr10	500000	2500000	42.75
chr10	14000000	16000000	42.75
chr10	25500000	27500000	42.75
chr10	32000000	34000000	42.75
chr10	36000000	38000000	42.75
chr10	36500000	38500000	42.75
chr10	52000000	54000000	42.75
chr10	70500000	72500000	42.75
chr10	93000000	95000000	42.75
chr10	113500000	115500000	42.75
chr11	500000	2500000	42.75
chr11	12500000	14500000	42.75
chr11	69500000	71500000	42.75
chr12	500000	2500000	42.75
chr12	75000000	77000000	42.75
chr12	122500000	124500000	42.75
chr12	129000000	131000000	42.75
chr13	44000000	46000000	42.75
chr13	57000000	59000000	42.75
chr13	58000000	60000000	42.75
chr14	85000000	87000000	42.75
chr15	23500000	25500000	42.75
chr15	62500000	64500000	42.75
chr15	85000000	87000000	42.75
chr15	97500000	99500000	42.75
chr16	19500000	21500000	42.75
chr16	26000000	28000000	42.75
chr16	58500000	60500000	42.75
chr16	64000000	66000000	42.75
chr17	12000000	14000000	42.75
chr17	27500000	29500000	42.75
chr17	48000000	50000000	42.75
chr17	58500000	60500000	42.75
chr17	79000000	81000000	42.75
chr17	79500000	81500000	42.75
chr18	36500000	38500000	42.75
chr18	55000000	57000000	42.75
chr18	71000000	73000000	42.75
chr19	15500000	17500000	42.75
chr19	17000000	19000000	42.75
chr19	30000000	32000000	42.75
chr20	3000000	5000000	42.75
chr20	3500000	5500000	42.75
chr20	30500000	32500000	42.75
chr20	42500000	44500000	42.75
chr20	56500000	58500000	42.75
chr20	58000000	60000000	42.75
chr21	24500000	26500000	42.75
chr22	23500000	25500000	42.75
chrX	31500000	33500000	42.75
chrX	32000000	34000000	42.75
chrX	145500000	147500000	42.75
chr1	30000000	32000000	42.5
chr1	31500000	33500000	42.5
chr1	66500000	68500000	42.5
chr1	106500000	108500000	42.5
chr1	149500000	151500000	42.5
chr1	155000000	157000000	42.5
chr1	163500000	165500000	42.5
chr2	3500000	5500000	42.5
chr2	4000000	6000000	42.5
chr2	14500000	16500000	42.5
chr2	31500000	33500000	42.5
chr2	42000000	44000000	42.5
chr2	76500000	78500000	42.5
chr2	150000000	152000000	42.5
chr2	203500000	205500000	42.5
chr2	230500000	232500000	42.5
chr3	13000000	15000000	42.5
chr3	13500000	15500000	42.5
chr3	31500000	33500000	42.5
chr3	62500000	64500000	42.5
chr3	98500000	100500000	42.5
chr3	116500000	118500000	42.5
chr3	142500000	144500000	42.5
chr3	167000000	169000000	42.5
chr3	170000000	172000000	42.5
chr3	170500000	172500000	42.5
chr4	10000000	12000000	42.5
chr4	11000000	13000000	42.5
chr4	186000000	188000000	42.5
chr5	1000000	3000000	42.5
chr5	18000000	20000000	42.5
chr5	76500000	78500000	42.5
chr5	77000000	79000000	42.5
chr5	106000000	108000000	42.5
chr5	111500000	113500000	42.5
chr5	113500000	115500000	42.5
chr5	119000000	121000000	42.5
chr5	178500000	180500000	42.5
chr6	14000000	16000000	42.5
chr6	20500000	22500000	42.5
chr6	35500000	37500000	42.5
chr6	64000000	66000000	42.5
chr6	90500000	92500000	42.5
chr6	91500000	93500000	42.5
chr6	122500000	124500000	42.5
chr6	129000000	131000000	42.5
chr6	141500000	143500000	42.5
chr7	72000000	74000000	42.5
chr7	123500000	125500000	42.5
chr7	138000000	140000000	42.5
chr8	34000000	36000000	42.5
chr8	48500000	50500000	42.5
chr8	106000000	108000000	42.5
chr8	133500000	135500000	42.5
chr8	142500000	144500000	42.5
chr9	15500000	17500000	42.5
chr9	16500000	18500000	42.5
chr10	28000000	30000000	42.5
chr10	55000000	57000000	42.5
chr10	57000000	59000000	42.5
chr10	69500000	71500000	42.5
chr10	106000000	108000000	42.5
chr11	3500000	5500000	42.5
chr11	5500000	7500000	42.5
chr11	15000000	17000000	42.5
chr11	91000000	93000000	42.5
chr12	5500000	7500000	42.5
chr12	92500000	94500000	42.5
chr12	93000000	95000000	42.5
chr12	109500000	111500000	42.5
chr12	124000000	126000000	42.5
chr12	124500000	126500000	42.5
chr12	126000000	128000000	42.5
chr12	128500000	130500000	42.5
chr13	30500000	32500000	42.5
chr13	44500000	46500000	42.5
chr13	57500000	59500000	42.5
chr13	87000000	89000000	42.5
chr13	88000000	90000000	42.5
chr14	19000000	21000000	42.5
chr14	41000000	43000000	42.5
chr14	50000000	52000000	42.5
chr14	76000000	78000000	42.5
chr15	24500000	26500000	42.5
chr15	39000000	41000000	42.5
chr15	40500000	42500000	42.5
chr15	99000000	101000000	42.5
chr16	18000000	20000000	42.5
chr16	23500000	25500000	42.5
chr16	53000000	55000000	42.5
chr16	56000000	58000000	42.5
chr17	1000000	3000000	42.5
chr17	5500000	7500000	42.5
chr17	39500000	41500000	42.5
chr17	51000000	53000000	42.5
chr18	35500000	37500000	42.5
chr18	41000000	43000000	42.5
chr18	67500000	69500000	42.5
chr18	72500000	74500000	42.5
chr20	17500000	19500000	42.5
chr20	18000000	20000000	42.5
chr20	43000000	45000000	42.5
chr20	46500000	48500000	42.5
chr20	59500000	61500000	42.5
chr20	60500000	62500000	42.5
chr21	17000000	19000000	42.5
chr21	19000000	21000000	42.5
chr22	34000000	36000000	42.5
chrX	34500000	36500000	42.5
chrX	72500000	74500000	42.5
chrX	85000000	87000000	42.5
chrX	86000000	88000000	42.5
chrX	89000000	91000000	42.5
chrX	144000000	146000000	42.5
chr1	2500000	4500000	42.25
chr1	70500000	72500000	42.25
chr1	74000000	76000000	42.25
chr1	81500000	83500000	42.25
chr1	84500000	86500000	42.25
chr1	112500000	114500000	42.25
chr1	160000000	162000000	42.25
chr1	192000000	194000000	42.25
chr2	17000000	19000000	42.25
chr2	17500000	19500000	42.25
chr2	34000000	36000000	42.25
chr2	128000000	130000000	42.25
chr2	168000000	170000000	42.25
chr2	212000000	214000000	42.25
chr2	215000000	217000000	42.25
chr2	215500000	217500000	42.25
chr2	223500000	225500000	42.25
chr2	227000000	229000000	42.25
chr2	230000000	232000000	42.25
chr2	235500000	237500000	42.25
chr3	5000000	7000000	42.25
chr3	55000000	57000000	42.25
chr3	72500000	74500000	42.25
chr3	132500000	134500000	42.25
chr3	193500000	195500000	42.25
chr4	3500000	5500000	42.25
chr4	5500000	7500000	42.25
chr4	8500000	10500000	42.25
chr4	25000000	27000000	42.25
chr4	63000000	65000000	42.25
